Ticker,Company,Sector,Price,ADV30,DollarVolume30,SMA50,SMA200,TrendScore15,SupportType,Support,PctAboveSupport,EntryZone,SupportTests,Bounce1Pct,Bounce2Pct,Confluence,RS20vsSPY,RS60vsSPY,SectorRS20,UpDownVolumeRatio,OBVChangePct,SuggestedStop,Target1,Target2,RR_Target1,RR_Target2,NextEarnings,EarningsTiming,DaysToEarnings,RecentNews,LiquidityPts10,TrendPts15,SupportPts20,RSPts15,AccumulationPts10,RRPts15,SectorPts5,CatalystPts5,QualityPts5,Score100,QUALIFIES,Classification
UAL,"United Airlines Holdings, Inc.",Industrials,125.34,3987936,490748310,122.46,106.97,15,BreakoutRetest,124.79,0.44,Prime Entry,2,14.14,12.56,0,4.16,34.83,4.65,1.0,57.47,122.29,135.37,138.44,3.29,4.3,2026-10-21,,65.0,True,8,15,16,12,7,15,4,5,4,86,True,B+ Setup
GEN,Gen Digital Inc.,Technology,28.48,4486541,123190471,26.21,24.36,15,BreakoutRetest,27.81,2.41,Buyable,2,10.34,5.81,0,2.06,11.3,-1.71,1.35,64.16,27.25,29.87,32.49,1.13,3.27,2026-11-05,,80.0,True,8,15,15,11,9,13,2,5,5,83,True,B Setup
FRPT,"Freshpet, Inc.",Consumer Defensive,72.76,1337520,83510744,58.12,62.02,10,BreakoutRetest,71.99,1.07,Prime Entry,2,13.43,9.29,0,24.01,47.73,27.4,1.6,71.0,70.16,74.04,82.67,0.49,3.82,2026-11-02,,77.0,False,7,10,16,15,10,13,5,5,5,86,False,Institutional Watchlist
COHU,"Cohu, Inc.",Technology,59.3,1099703,56387973,56.29,38.22,15,SMA50,56.08,5.75,Watch for Pullback,2,27.62,9.89,1,11.4,32.84,7.63,1.34,18.02,53.57,68.59,70.92,1.62,2.03,2026-10-29,,73.0,True,7,15,14,15,9,9,5,5,5,84,False,Institutional Watchlist
KTOS,"Kratos Defense & Security Solutions, Inc.",Industrials,64.58,3916570,205548043,52.73,73.65,7,BreakoutRetest,61.7,4.67,Buyable,2,13.92,8.51,0,35.85,14.97,36.34,1.58,57.49,59.66,66.83,77.22,0.46,2.57,2026-11-03,,78.0,True,8,7,15,14,10,11,5,5,5,80,False,Institutional Watchlist
CART,Maplebear Inc.,Technology,48.88,4192008,197829991,45.65,41.4,15,BreakoutRetest,49.21,-0.67,Support Test / Reclaim,2,9.92,4.66,0,2.23,13.47,-1.53,1.24,1.48,48.22,51.06,56.81,3.3,11.99,2026-11-09,,84.0,True,8,15,13,11,7,15,2,5,3,79,False,Developing
STLD,"Steel Dynamics, Inc.",Basic Materials,255.77,1111350,273265780,250.18,204.2,15,BreakoutRetest,251.2,1.82,Prime Entry,2,10.21,7.79,1,4.16,8.7,4.62,1.4,5.94,246.18,265.55,271.0,1.02,1.59,2026-10-19,,63.0,True,7,15,18,11,9,6,4,5,4,79,False,Developing
BMRN,BioMarin Pharmaceutical Inc.,Healthcare,67.36,2001446,125255316,59.55,56.87,15,BreakoutRetest,59.77,12.7,Extended,2,18.85,19.64,2,8.59,29.43,9.14,1.58,66.36,58.57,70.98,76.42,0.41,1.03,2026-10-26,,70.0,True,8,15,16,14,10,2,5,5,4,79,False,Developing
REPL,"Replimune Group, Inc.",Healthcare,14.97,6297369,65399931,10.61,8.14,15,BreakoutRetest,12.5,19.76,Extended,2,66.6,35.66,0,41.89,212.7,42.44,1.86,2.56,11.5,18.95,22.93,1.15,2.3,2026-11-05,,80.0,True,7,15,12,15,8,9,5,5,3,79,False,Developing
MRVL,"Marvell Technology, Inc.",Technology,222.02,23284951,4833004604,238.1,141.45,9,BreakoutRetest,218.26,1.72,Prime Entry,2,11.24,12.58,0,13.22,20.15,9.46,1.14,4.05,210.02,230.1,251.7,0.67,2.47,2026-08-27,,10.0,True,10,9,16,15,5,9,5,4,5,78,False,Developing
MGNI,"Magnite, Inc.",Communication Services,24.73,2734258,58825192,19.47,15.37,15,BreakoutRetest,19.27,28.33,Extended,2,35.95,34.51,1,25.71,78.88,28.08,1.51,37.25,18.73,25.45,29.02,0.12,0.72,2026-11-04,,79.0,True,7,15,14,15,10,2,5,5,5,78,False,Developing
RVMD,"Revolution Medicines, Inc.",Healthcare,203.71,1780883,338266090,180.67,122.81,15,BreakoutRetest,193.1,5.49,Watch for Pullback,2,14.7,15.32,0,4.98,32.49,5.53,1.11,6.02,189.24,208.76,232.91,0.35,2.02,2026-11-04,,79.0,True,7,15,12,12,7,9,5,5,5,77,False,Developing
ABNB,"Airbnb, Inc.",Consumer Cyclical,184.06,4429502,710856646,148.42,134.74,15,BreakoutRetest,150.19,22.55,Extended,2,25.07,24.04,1,21.64,34.53,23.69,1.86,20.7,146.83,187.12,210.94,0.08,0.72,2026-11-05,,80.0,True,8,15,14,15,10,2,5,5,3,77,False,Developing
NESR,National Energy Services Reunited Corp.,Energy,36.31,2092358,62776676,27.83,21.84,15,BreakoutRetest,27.69,31.13,Extended,2,7.53,41.24,1,25.28,37.09,22.39,1.48,23.83,26.7,36.77,44.21,0.05,0.82,2026-11-12,,87.0,True,7,15,14,15,9,2,5,5,5,77,False,Developing
EWTX,"Edgewise Therapeutics, Inc.",Healthcare,44.17,1185486,50770315,40.04,31.13,15,BreakoutRetest,43.93,0.55,Prime Entry,2,12.02,7.75,0,6.65,34.73,7.19,1.46,17.71,42.73,45.75,45.93,1.1,1.22,2026-11-05,,80.0,False,7,15,16,14,9,2,5,5,3,76,False,Developing
MRNA,"Moderna, Inc.",Healthcare,63.32,6083084,390014909,60.81,46.48,15,SMA50,59.73,6.01,Watch for Pullback,2,19.61,10.19,1,-2.02,32.69,-1.47,1.01,2.95,57.86,67.74,85.6,0.81,4.08,2026-11-05,,80.0,False,8,15,14,7,5,15,2,5,5,76,False,Developing
FSLY,"Fastly, Inc.",Technology,29.93,5993006,138197547,20.6,17.64,15,BreakoutRetest,27.35,9.43,Extended,2,24.25,36.89,0,40.0,77.14,36.24,1.31,17.68,26.23,30.69,30.95,0.21,0.28,2026-11-04,,79.0,True,8,15,12,15,9,2,5,5,5,76,False,Developing
ENTG,"Entegris, Inc.",Technology,161.76,2791304,379184839,145.71,122.07,15,SMA50,143.78,12.5,Extended,2,23.89,15.0,1,12.15,24.41,8.38,1.05,41.04,138.63,168.0,182.34,0.27,0.89,2026-10-29,,73.0,True,8,15,14,15,7,2,5,5,5,76,False,Developing
DXCM,"DexCom, Inc.",Healthcare,89.75,5157194,411918338,76.11,68.69,15,BreakoutRetest,78.91,13.74,Extended,2,6.69,15.67,0,12.64,28.25,13.19,1.28,24.19,77.3,96.18,102.61,0.52,1.03,2026-10-29,,73.0,True,8,15,12,15,9,2,5,5,5,76,False,Developing
CHYM,"Chime Financial, Inc. Class A Common Stock",Financial Services,32.02,7551210,198869429,21.81,21.73,15,BreakoutRetest,22.73,40.87,Extended,2,54.68,49.96,0,38.95,83.55,40.02,1.3,296.36,21.87,33.41,38.92,0.14,0.68,2026-11-04,,79.0,True,8,15,12,15,9,2,5,5,5,76,False,Developing
IOVA,"Iovance Biotherapeutics, Inc.",Healthcare,6.98,18005031,93922072,4.66,3.48,15,BreakoutRetest,4.76,46.64,Extended,2,17.5,49.14,0,35.15,95.93,35.7,1.63,63.28,4.48,8.09,9.19,0.44,0.89,2026-11-05,,80.0,True,7,15,12,15,10,2,5,5,5,76,False,Developing
NTAP,"NetApp, Inc.",Technology,207.08,2662663,471690746,170.17,124.83,15,BreakoutRetest,192.83,7.39,Extended,2,13.19,12.14,0,21.91,65.92,18.15,0.92,669.99,188.85,222.98,238.89,0.87,1.75,2026-09-02,,16.0,True,8,15,12,15,4,6,5,5,5,75,False,Developing
AMGN,Amgen Inc.,Healthcare,415.21,2503428,962873763,370.22,349.38,15,BreakoutRetest,359.45,15.51,Extended,2,10.03,16.48,0,8.91,19.73,9.46,1.25,9.81,352.26,421.79,465.78,0.1,0.8,2026-11-03,,78.0,True,8,15,12,14,9,2,5,5,5,75,False,Developing
NWL,Newell Brands Inc.,Consumer Defensive,6.24,9913120,55606501,5.34,4.3,15,BreakoutRetest,5.26,18.63,Extended,2,37.91,42.6,1,14.87,69.97,18.26,1.4,5.04,5.04,7.13,8.03,0.74,1.48,2026-10-30,,74.0,True,7,15,14,15,9,2,5,5,3,75,False,Developing
EXPE,"Expedia Group, Inc.",Consumer Cyclical,332.69,1579274,457010194,269.47,252.63,15,BreakoutRetest,271.59,22.5,Extended,2,20.17,25.02,1,19.34,48.93,21.39,1.01,36.54,264.49,361.07,389.46,0.42,0.83,2026-11-05,,80.0,False,7,15,14,15,7,2,5,5,5,75,False,Developing
MDB,"MongoDB, Inc.",Technology,460.33,1445623,524216236,349.33,337.69,15,BreakoutRetest,364.26,26.37,Extended,2,38.43,33.27,0,42.94,31.74,39.17,1.22,7.62,353.34,503.99,547.66,0.41,0.82,2026-09-01,,15.0,True,7,15,12,15,9,2,5,5,5,75,False,Developing
CAKE,The Cheesecake Factory Incorporated,Consumer Cyclical,113.38,1815820,174180302,86.09,63.96,15,BreakoutRetest,80.89,40.17,Extended,2,11.58,27.93,0,27.74,88.1,29.8,1.28,22.96,78.64,122.39,131.4,0.26,0.52,2026-10-27,,71.0,True,7,15,12,15,9,2,5,5,5,75,False,Developing
AEHR,Aehr Test Systems,Technology,134.06,3110197,279216683,93.43,57.35,15,SMA50,92.62,44.73,Extended,2,33.46,96.01,1,60.96,59.41,57.19,1.1,16.72,85.73,161.65,189.24,0.57,1.14,2026-10-05,,49.0,True,8,15,14,15,7,2,5,5,4,75,False,Developing
FAST,Fastenal Company,Industrials,51.02,8751268,419145031,47.46,44.67,15,BreakoutRetest,47.81,6.71,Watch for Pullback,2,14.17,12.64,1,7.71,11.29,8.2,1.05,19.61,46.85,52.92,56.09,0.46,1.22,2026-10-14,,58.0,True,8,15,14,13,7,2,5,5,5,74,False,Below Threshold
TSCO,Tractor Supply Company,Consumer Cyclical,35.83,11401081,367553369,31.33,43.34,7,BreakoutRetest,31.96,12.11,Extended,2,12.19,17.3,0,12.99,9.25,15.05,1.45,62.95,31.32,45.88,46.0,2.23,2.26,2026-10-22,,66.0,True,8,7,12,14,9,9,5,5,5,74,False,Below Threshold
OUST,"Ouster, Inc.",Technology,48.71,3630641,150184985,42.72,29.23,15,SMA50,42.65,14.22,Extended,2,16.55,18.59,1,27.06,58.09,23.29,1.12,4.22,40.36,49.39,49.5,0.08,0.09,2026-11-03,,78.0,True,8,15,14,15,5,2,5,5,5,74,False,Below Threshold
CLMT,Calumet Inc.,Basic Materials,47.72,1251988,53029435,39.11,29.38,15,BreakoutRetest,38.75,23.15,Extended,2,16.71,27.32,1,6.97,42.25,7.44,1.03,8.87,37.6,52.34,56.95,0.46,0.91,2026-11-06,,81.0,True,7,15,14,14,7,2,5,5,5,74,False,Below Threshold
ARWR,"Arrowhead Pharmaceuticals, Inc.",Healthcare,86.64,1965960,162178940,81.02,67.66,15,BreakoutRetest,84.55,2.47,Buyable,2,6.78,6.78,0,12.16,12.59,12.71,1.11,10.59,82.86,87.73,87.83,0.29,0.31,2026-11-24,,99.0,False,7,15,14,14,7,2,5,5,4,73,False,Below Threshold
AVT,"Avnet, Inc.",Technology,95.71,1145637,103535889,89.03,68.56,15,BreakoutRetest,93.37,2.51,Buyable,2,10.78,6.91,0,7.3,10.47,3.53,1.22,10.02,91.27,99.44,100.0,0.84,0.97,2026-11-04,,79.0,True,7,15,15,13,9,2,4,5,3,73,False,Below Threshold
MU,"Micron Technology, Inc.",Technology,971.66,42537177,38156128889,960.72,552.6,12,SMA50,934.06,4.02,Buyable,2,15.81,10.39,0,10.01,33.25,6.24,0.89,9.87,896.54,1011.77,1035.5,0.53,0.85,2026-09-22,,36.0,True,10,12,15,15,4,2,5,5,5,73,False,Below Threshold
IMGN,"ImmunoGen, Inc.",Healthcare,31.23,8193149,247686976,29.69,19.27,15,BreakoutRetest,29.91,4.41,Buyable,2,6.47,6.26,1,0.95,93.87,1.5,2.2,30.7,29.31,31.8,32.37,0.3,0.59,,,,False,8,15,16,10,10,2,3,4,5,73,False,Below Threshold
MMSI,"Merit Medical Systems, Inc.",Healthcare,90.76,1003035,81995955,74.84,76.33,10,BreakoutRetest,72.8,24.67,Extended,2,22.63,21.93,1,18.22,36.52,18.77,1.62,92.99,71.34,94.75,101.87,0.21,0.57,2026-10-29,,73.0,True,7,10,14,15,10,2,5,5,5,73,False,Below Threshold
GTLB,GitLab Inc.,Technology,42.62,4360639,154648328,32.53,31.75,12,BreakoutRetest,34.06,25.13,Extended,2,31.52,29.27,0,25.81,61.59,22.04,1.31,10.09,32.94,43.65,51.61,0.11,0.93,2026-09-02,,16.0,True,8,12,12,15,9,2,5,5,5,73,False,Below Threshold
FCEL,"FuelCell Energy, Inc.",Industrials,22.37,10310556,221871817,21.64,12.63,12,SMA50,21.81,2.57,Buyable,2,18.2,23.58,1,16.47,23.05,16.96,1.25,4.79,20.4,22.83,22.89,0.23,0.26,2026-09-08,,22.0,True,8,12,17,15,7,2,5,5,1,72,False,Below Threshold
TTAN,"ServiceTitan, Inc.",Technology,90.4,1358078,110117120,76.11,78.33,7,BreakoutRetest,84.09,7.5,Extended,2,15.29,11.76,0,14.5,38.95,10.74,1.19,215.9,81.41,95.0,109.95,0.51,2.17,2026-09-08,,22.0,True,7,7,12,15,7,9,5,5,5,72,False,Below Threshold
CHNG,Change Healthcare Inc.,Healthcare,27.49,8655971,233069980,25.18,22.88,15,BreakoutRetest,24.68,11.39,Extended,2,4.64,10.27,0,6.62,12.12,7.17,1.46,660.44,24.19,28.08,28.68,0.18,0.36,,,,False,8,15,11,13,9,2,5,4,5,72,False,Below Threshold
MSFT,Microsoft Corporation,Technology,495.4,35444400,15389309518,412.78,432.48,7,BreakoutRetest,401.75,23.31,Extended,2,26.18,31.29,1,21.35,12.87,17.58,1.56,39.42,393.28,513.73,563.18,0.18,0.66,2026-10-28,,72.0,True,10,7,14,14,10,2,5,5,5,72,False,Below Threshold
TVTX,"Travere Therapeutics, Inc.",Healthcare,62.14,1550177,90815832,56.11,40.0,15,Horizontal,53.21,16.78,Extended,2,13.21,24.0,0,5.13,41.23,5.68,1.29,451.29,51.72,66.24,74.04,0.39,1.14,2026-10-29,,73.0,True,7,15,12,14,9,2,5,5,2,71,False,Below Threshold
FRSH,Freshworks Inc.,Technology,12.66,13735320,149301322,10.47,10.05,15,BreakoutRetest,10.69,18.43,Extended,2,13.55,15.86,0,11.81,33.01,8.04,0.93,13.72,10.39,12.92,13.61,0.11,0.42,2026-11-03,,78.0,True,8,15,12,15,4,2,5,5,5,71,False,Below Threshold
SMCI,"Super Micro Computer, Inc.",Technology,39.84,51488971,1604375249,30.81,31.81,4,BreakoutRetest,32.07,24.23,Extended,2,45.55,34.62,0,60.32,24.56,56.55,2.03,13828.95,30.76,51.4,56.63,1.27,1.85,2026-11-03,,78.0,True,10,4,12,15,10,6,5,5,4,71,False,Below Threshold
GEHC,GE HealthCare Technologies Inc.,Healthcare,73.69,5055092,334313392,65.74,72.9,7,BreakoutRetest,72.29,1.94,Prime Entry,2,6.24,4.24,0,12.39,13.86,12.94,1.3,9.65,70.84,75.09,75.95,0.49,0.79,2026-11-04,,79.0,True,8,7,15,14,9,2,5,5,5,70,False,Below Threshold
CTSH,Cognizant Technology Solutions Corporation,Technology,58.79,9804992,493145318,48.34,63.56,7,BreakoutRetest,57.65,1.98,Prime Entry,2,6.79,5.62,0,26.87,9.74,23.1,1.28,44.15,56.15,61.64,61.88,1.08,1.17,2026-11-04,,79.0,True,8,7,15,14,9,2,5,5,5,70,False,Below Threshold
CERE,"Cerevel Therapeutics Holdings, Inc.",Healthcare,44.96,2948602,124791897,41.66,38.78,15,SMA50,41.32,8.81,Extended,2,8.21,11.12,1,7.12,-0.07,7.66,1.88,29.93,40.49,46.05,47.13,0.24,0.49,,,,False,8,15,14,7,10,2,5,4,5,70,False,Below Threshold
ADPT,Adaptive Biotechnologies Corporation,Healthcare,24.74,2616386,60036215,21.2,16.97,15,Horizontal,21.78,13.56,Extended,2,20.33,19.84,0,3.49,85.09,4.04,1.26,7.31,21.11,26.16,30.1,0.39,1.48,2026-11-04,,79.0,True,7,15,12,12,9,2,4,5,4,70,False,Below Threshold
RELY,"Remitly Global, Inc.",Technology,26.3,3013264,72892605,22.59,17.82,15,Horizontal,22.36,17.62,Extended,2,21.31,21.53,1,4.55,20.21,0.78,1.2,263.36,21.67,27.15,31.79,0.18,1.19,2026-11-04,,79.0,True,7,15,14,12,7,2,3,5,5,70,False,Below Threshold
NTNX,"Nutanix, Inc.",Technology,66.61,2839587,163581791,54.77,48.97,12,BreakoutRetest,56.02,18.9,Extended,2,15.61,16.62,0,16.49,32.19,12.72,1.04,22.73,54.9,71.02,75.44,0.38,0.75,2026-08-26,,9.0,True,8,12,12,15,7,2,5,4,5,70,False,Below Threshold
FIVE,"Five Below, Inc.",Consumer Cyclical,244.54,1026716,213534750,201.72,201.37,15,SMA50,200.71,21.84,Extended,2,13.99,17.29,1,16.24,8.26,18.29,0.83,6.38,196.38,251.63,279.17,0.15,0.72,2026-08-26,,9.0,True,7,15,14,14,4,2,5,4,5,70,False,Below Threshold
CLBK,"Columbia Financial, Inc.",Financial Services,11.79,10367462,113927182,10.11,8.43,15,BreakoutRetest,9.63,22.43,Extended,2,24.23,21.78,0,6.26,26.52,7.33,0.53,79.21,9.44,12.25,12.7,0.19,0.39,2026-10-19,,63.0,True,8,15,12,14,4,2,5,5,5,70,False,Below Threshold
FIVN,"Five9, Inc.",Technology,33.0,3157564,87779481,24.88,20.41,15,BreakoutRetest,26.93,22.54,Extended,2,33.0,28.36,0,24.56,40.73,20.79,0.88,60.63,25.86,34.58,41.56,0.22,1.2,2026-11-05,,80.0,True,7,15,12,15,4,2,5,5,5,70,False,Below Threshold
ZM,"Zoom Communications, Inc.",Technology,105.96,3091036,292290420,93.21,89.15,15,BreakoutRetest,86.34,22.72,Extended,2,10.4,20.12,0,11.83,2.99,8.06,1.3,304.6,84.39,107.47,109.5,0.07,0.16,2026-08-25,,8.0,True,8,15,12,10,9,2,5,4,5,70,False,Below Threshold
WAY,Waystar Holding Corp.,Healthcare,24.78,2831819,65209415,21.58,26.13,7,BreakoutRetest,25.01,-0.92,Support Test / Reclaim,2,7.08,7.52,0,6.82,20.62,7.37,1.06,55.94,24.31,25.18,25.57,0.85,1.67,,,,False,7,7,13,14,7,6,5,4,5,68,False,Below Threshold
PLTR,Palantir Technologies Inc.,Technology,174.04,43759747,6353724099,134.99,152.09,7,BreakoutRetest,163.7,6.32,Watch for Pullback,2,25.75,12.64,0,27.02,22.86,23.26,2.0,6.53,158.9,179.6,182.43,0.37,0.55,,,,False,10,7,12,15,10,2,5,4,3,68,False,Below Threshold
NVDA,NVIDIA Corporation,Technology,225.16,123531905,25675864441,206.52,194.92,15,SMA50,207.65,8.43,Extended,2,8.58,15.57,1,6.57,-3.74,2.81,1.08,7.65,203.5,232.28,236.54,0.33,0.53,,,,False,10,15,14,7,7,2,4,4,5,68,False,Below Threshold
TER,"Teradyne, Inc.",Technology,418.79,3516699,1256274266,383.44,301.83,15,SMA50,382.31,9.54,Extended,2,9.39,15.94,1,25.47,24.45,21.7,0.85,0.49,367.13,459.19,472.37,0.78,1.04,,,,False,8,15,14,15,2,2,5,4,3,68,False,Below Threshold
TXG,"10x Genomics, Inc.",Healthcare,56.09,3101475,148983606,41.74,25.37,15,Horizontal,45.11,24.34,Extended,2,33.01,34.24,0,23.79,145.83,24.34,1.19,2.41,43.26,60.69,70.86,0.36,1.15,,,,False,8,15,12,15,5,2,5,4,2,68,False,Below Threshold
BRZE,"Braze, Inc.",Technology,28.93,2236671,57112134,23.94,24.45,7,BreakoutRetest,28.72,0.73,Prime Entry,2,15.68,10.28,0,4.72,27.14,0.96,0.91,-22.71,27.9,31.2,36.66,2.2,7.49,,,,False,7,7,16,12,0,15,3,4,3,67,False,Below Threshold
ISEE,"IVERIC bio, Inc.",Healthcare,39.95,4881954,190201193,38.02,26.09,15,BreakoutRetest,38.25,4.44,Buyable,2,3.28,10.62,1,0.11,38.42,0.66,0.59,7.51,37.48,41.07,42.18,0.45,0.91,,,,False,8,15,16,10,4,2,3,4,5,67,False,Below Threshold
IRDM,Iridium Communications Inc.,Communication Services,50.2,1509221,73164948,47.98,31.79,12,SMA50,47.97,4.65,Buyable,2,13.69,4.76,1,3.09,9.41,5.46,0.89,11.42,47.01,52.25,53.83,0.64,1.14,,,,False,7,12,17,11,4,2,5,4,5,67,False,Below Threshold
FROG,JFrog Ltd.,Technology,96.17,2307190,199810006,85.44,62.74,15,SMA50,84.85,13.34,Extended,2,16.13,15.36,1,4.17,30.35,0.41,0.86,0.31,81.85,99.22,120.17,0.21,1.68,,,,False,8,15,14,12,2,6,3,4,3,67,False,Below Threshold
DWAC,Digital World Acquisition Corp.,Financial Services,49.95,2841206,127211548,40.85,21.97,15,BreakoutRetest,42.25,18.22,Extended,2,36.82,38.62,0,1.31,172.47,2.38,1.91,11.07,39.6,56.29,58.72,0.61,0.85,,,,False,8,15,12,10,10,2,4,4,2,67,False,Below Threshold
TPG,TPG Inc.,Financial Services,53.03,2606225,122482890,43.72,49.38,7,BreakoutRetest,42.43,24.98,Extended,2,20.97,30.96,1,16.79,25.88,17.86,1.15,52.77,41.28,56.76,59.26,0.32,0.53,,,,False,8,7,14,15,7,2,5,4,5,67,False,Below Threshold
RGEN,Repligen Corporation,Healthcare,166.83,1130370,165247386,142.19,139.96,12,SMA50,129.83,28.5,Extended,2,19.38,27.99,1,8.85,47.92,9.4,0.92,392.82,126.1,172.51,174.01,0.14,0.18,,,,False,7,12,14,14,4,2,5,4,5,67,False,Below Threshold
TEAM,Atlassian Corporation,Technology,162.22,4763654,549068876,98.94,107.85,7,BreakoutRetest,96.32,68.42,Extended,2,72.34,75.57,0,69.44,81.47,65.68,1.39,26.55,91.37,163.92,164.49,0.02,0.03,,,,False,8,7,12,15,9,2,5,4,5,67,False,Below Threshold
AMIX,"Autonomix Medical, Inc.",Healthcare,6.85,7852897,99283710,6.85,10.13,7,SMA50,6.72,1.91,Prime Entry,2,527.99,256.68,0,49.49,9.13,50.03,13.92,152.47,4.95,6.98,7.25,0.07,0.21,,,,False,7,7,16,14,10,2,5,4,1,66,False,Below Threshold
PRVB,"Provention Bio, Inc.",Healthcare,24.98,2417297,58660664,18.81,9.94,15,BreakoutRetest,24.23,3.1,Buyable,2,3.26,3.31,1,-1.22,182.65,-0.68,1.27,12.91,23.75,25.38,25.78,0.32,0.64,,,,False,7,15,15,7,9,2,2,4,5,66,False,Below Threshold
NFLX,"Netflix, Inc.",Communication Services,78.16,42822348,3108235187,74.84,89.2,4,SMA50,75.59,3.4,Buyable,2,7.7,5.71,2,8.91,-18.31,11.28,1.14,19.57,74.08,83.3,84.66,1.26,1.59,,,,False,10,4,18,7,7,6,5,4,5,66,False,Below Threshold
TARS,"Tarsus Pharmaceuticals, Inc.",Healthcare,69.2,1098069,67900435,62.23,68.43,7,BreakoutRetest,66.79,3.61,Buyable,2,23.81,7.55,0,11.18,7.1,11.72,1.31,54.84,65.13,70.35,72.14,0.28,0.72,,,,False,7,7,15,12,9,2,5,4,5,66,False,Below Threshold
BKNG,Booking Holdings Inc.,Consumer Cyclical,212.06,5843881,1120327598,183.55,185.52,7,BreakoutRetest,193.92,9.35,Extended,2,14.44,13.04,0,12.28,31.41,14.33,1.48,27.43,190.04,214.62,215.69,0.12,0.16,,,,False,9,7,12,15,9,2,5,4,3,66,False,Below Threshold
APA,APA Corporation,Energy,40.47,5463059,198113798,35.58,32.1,15,SMA50,35.48,14.06,Extended,2,15.26,16.86,1,10.46,-6.88,7.57,1.03,1.96,34.71,41.24,41.58,0.13,0.19,,,,False,8,15,14,8,5,2,5,4,5,66,False,Below Threshold
SSNC,"SS&C Technologies Holdings, Inc.",Technology,81.5,1875799,138592401,70.65,75.48,7,BreakoutRetest,71.08,14.66,Extended,2,15.61,15.36,1,12.72,17.21,8.95,1.13,30.67,69.66,85.96,86.0,0.38,0.38,,,,False,7,7,14,15,7,2,5,4,5,66,False,Below Threshold
DBX,"Dropbox, Inc.",Technology,34.42,4149452,132895494,29.75,27.29,15,BreakoutRetest,29.1,18.28,Extended,2,17.56,24.94,0,7.96,19.22,4.2,1.13,-1.23,28.33,35.72,40.56,0.21,1.01,,,,False,8,15,12,14,3,2,4,4,4,66,False,Below Threshold
SAIL,"SailPoint, Inc.",Technology,19.53,3792174,61825648,15.66,16.12,7,BreakoutRetest,15.45,26.41,Extended,2,28.69,32.17,1,20.11,29.16,16.34,1.12,25.34,14.99,20.15,20.25,0.14,0.16,,,,False,7,7,14,15,7,2,5,4,5,66,False,Below Threshold
HAS,"Hasbro, Inc.",Consumer Cyclical,96.7,2253446,197625936,86.17,88.33,10,BreakoutRetest,96.31,0.4,Prime Entry,2,4.69,4.03,0,14.13,-6.3,16.19,1.32,18.08,94.38,97.89,98.0,0.51,0.56,,,,False,8,10,14,8,9,2,5,4,5,65,False,Below Threshold
AVAV,"AeroVironment, Inc.",Industrials,192.81,1439895,231449894,163.22,226.33,4,BreakoutRetest,191.8,0.53,Prime Entry,2,15.14,11.93,0,31.14,14.53,31.63,1.25,56.32,186.31,195.85,197.04,0.47,0.65,,,,False,7,4,16,14,9,2,5,4,4,65,False,Below Threshold
EXLS,"ExlService Holdings, Inc.",Technology,34.82,2435639,76517831,29.49,33.67,7,BreakoutRetest,33.01,5.48,Watch for Pullback,2,16.52,7.23,0,19.2,14.39,15.44,1.26,32.15,32.21,35.4,36.2,0.22,0.53,,,,False,7,7,12,14,9,2,5,4,5,65,False,Below Threshold
VSAT,"Viasat, Inc.",Technology,82.87,2177127,167055952,73.49,54.55,15,BreakoutRetest,75.57,9.66,Extended,2,21.78,22.13,0,11.49,10.99,7.72,1.18,-0.39,72.46,87.9,88.4,0.48,0.53,,,,False,8,15,12,14,3,2,5,4,2,65,False,Below Threshold
AAOI,"Applied Optoelectronics, Inc.",Technology,150.28,10962128,1298009589,133.94,94.99,12,SMA50,136.06,10.45,Extended,2,19.09,18.29,0,42.3,-18.09,38.53,1.2,48.36,127.51,152.23,155.4,0.09,0.22,,,,False,10,12,12,8,7,2,5,4,5,65,False,Below Threshold
BULL,Webull Corporation Class A Ordinary Shares,Technology,8.04,8594662,64627881,7.11,7.24,7,Horizontal,7.16,12.21,Extended,2,13.69,13.53,1,6.76,9.05,2.99,1.35,19.22,7.01,8.35,8.61,0.3,0.55,,,,False,7,7,14,13,9,2,4,4,5,65,False,Below Threshold
LITE,Lumentum Holdings Inc.,Technology,926.14,4782055,3775099014,813.68,635.61,12,SMA50,819.56,13.0,Extended,2,18.85,19.2,1,21.93,-1.76,18.17,1.19,9.53,775.03,960.0,966.6,0.22,0.27,,,,False,8,12,14,8,7,2,5,4,5,65,False,Below Threshold
DASH,"DoorDash, Inc.",Communication Services,217.02,4020427,791451624,185.16,188.44,7,BreakoutRetest,191.17,13.52,Extended,2,10.02,19.85,0,13.41,34.52,15.78,1.0,78.71,187.12,222.39,230.18,0.18,0.44,,,,False,8,7,12,15,7,2,5,4,5,65,False,Below Threshold
WDAY,"Workday, Inc.",Technology,198.68,4916933,793258910,145.2,162.65,7,BreakoutRetest,158.64,25.24,Extended,2,23.01,49.57,0,32.78,47.8,29.02,1.32,12.31,151.99,212.74,220.88,0.3,0.48,,,,False,8,7,12,15,9,2,5,4,3,65,False,Below Threshold
CAI,"Caris Life Sciences, Inc.",Healthcare,21.8,4371782,79802872,17.77,21.12,7,Horizontal,15.17,43.7,Extended,2,33.09,55.35,0,27.75,39.91,28.3,1.45,47.65,14.6,22.16,23.0,0.05,0.17,,,,False,7,7,12,15,9,2,5,4,4,65,False,Below Threshold
